용어번호,용어설명,용어명,요약
1003,「온천법」에 의하면 온천에 대한 적절한 보호와 온천의 공공적 이용증진 및 효율적인 개발을 위하여 필요하다고 인정하는 때에는 시장?군수 또는 자치구의 구청장의 신청에 의하여 온천원이 부존되어 있는 지역을 대상으로 지정하는 지구를 온천지구라 한다. 온천지구를 지정 또는 변경을 위해서는 온천관련전문기관의 검사를 거쳐야 하며 온천지구의 지정이 되면 2년이내에 관할시장?군수는 온천개발계획을 수립하여야 한다. 온천개발계획에는 온천이용시설 및 주변환경의 정비에 관한 사항이 포함되어야 한다. 온천원보호지구는 서울의 경우 광진구의 워커힐 호텔 1개소가 지정되어 있다.,온천원보호지구(溫泉源保護地區),
1712,주거환경관리사업은 2012년 「도시 및 주거환경정비법」 개정 시 가로주택정비사업과 함께 정비사업 유형의 하나로 도입되었으며 다양한 재정비 수요에 맞춰 기존 전면철거형 정비방식에서 벗어나 기존 도시구조를 유지하며 보전;정비;개량을 병행할 수 있는 새로운 정비방식이다.주거환경관리사업의 대상지역은 전용 제12종 주거지역 중 단독주택 및 다세대주택 등이 밀집한 지역 해제된 정비(예정)구역 및 재촉지구 해제지역 및 존치지역 기존 정비구역의 토지등 소유자의 50%이상이 전환에 동의하는 지역이 해당된다.주민중심의 계획수립 및 주민공동체의 자립기반 마련 지원을 위해 계획초기부터 주민중심의 마을계획 및 공동체 활성화 계획을 수립하고 사업완료 후에도 공동체가 지속가능하도록 자립토대를 마련해야 한다.,주거환경관리사업,단독주택 및 다세대주택 등이 밀집한 지역에서 정비기반시설과 공동이용시설의 확충을 통하여 주거환경을 보전;정비;개량하기 위하여 시행하는 「도시 및 주거환경정비법」에 의한 정비사업의 하나이다.
969,&#39;환경ISO&#39;로 불려지며 지구환경보전의식을 높이기 위해 국제표준화기구(ISO)가 제정한 것으로 환경관리와 환경감사에 관한 일련의 국제규격을 말한다.,아이.에스.오 14000(ISO 14000),
981,런던에서 태어난 이상향의 도시주의자이며 전원도시의 창시자이다. 그는 15세때 학교를 중퇴하고 건축 및 도시계획과 무관한 사무원으로 종사하였다. 그는 26세때 영국의 도시개조운동에 관심을 갖고 사회개혁에 앞장서기 시작하였다. 평소 이상적인 도시건설에 뜻을 둔 그는 전원도시의 새로운 이상을 구체화시킨 「Tomorrow a Peaceful Path to Real Reform」을 저술하였고 런던 근교의 레치워스(Letchworth) 웰윈(Welyn) 전원도시 건설을 시도하였다. 두 개의 전원도시건설은 영국의 신도시법(New Town Act) 제정의 동기가 되었고 오늘날 신도시 개념의 기초가 되었다.,에베네저 하워드(Howard Ebenezer),
1014,「도시계획시설의결정?구조및설치기준에관한규칙」에서 운동장이라 함은 국민의 건강증진과 여가선용에 기여하기 위하여 종합운동장(국제경기종목으로 채택된 경기를 위한 시설중 육상경기장과 1종목 이상의 운동경기장을 함께 갖춘 시설 또는 3종목 이상의 운동경기장을 함께 갖춘 시설에 한한다)을 말한다. 다만 관람석의 수가 1천석 이하인 소규모 실내운동장은 제외하고 있다.,운동장(運動場),
1026,1903년부터 1909년에 걸쳐 『파리개혁에 대한 일련의 연구』라는 문헌을 출판하고 1912년에 파리의 확장과 개조를 위한 계획을 작성한 도시계획가이다. 그는 프랑스 수도 파리뿐만 아니라 대도시 전체에 대한 원칙을 만들어 냈으며 국제적으로도 인정받아 1910년 런던 국제회의에 초청되어 미래의 도시에 대한 강연도 실시하였다. 당시 교통수단의 비약적인 발전을 의미하고 있던 지하철이 건설중이였는데 지하철의 중요한 역할을 평가하면서도 자동차시대가 도래할 것이라고 예견하고 파리의 도로망을 철저하게 재건할 것을 제안하였다.,유진 에너드(Eugene Henard),
1626,18세기 말 영국의 산업혁명에 의한 공업화는 인구의 도시집중을 촉진시켜 위생과 환경이 불량한 과밀주거지를 형성시켰고 산업활동으로 인한 매연과 오수가 도시환경을 오염시키는 등 다양한 도시문제를 야기했다.1898년 영국의 실천적인 도시계획가 하워드(Ebenezer Howard)는 공업화와 도시적 생활양식의 장점으로 인한 인구의 도시집중을 억제하기 위하여 전원지대에 공업과 문화를 정착시켜 전원적 자연환경이 풍부한 주거형태인 전원도시 개념을 제시하여 이를 실현시키고자 하였다. 전원도시의 6가지 조건은 다음과 같다.    도시인구를 제한할 것(3~5만 명)    도시주위에 넓은 농업지대를 영구히 보유 이 공지를 도시의 물리적 확장을 제한하는데 사용하며 시중에도 충분한 공지를 보유할 것    시민경제 유지에 만족할 만한 산업을 확보할 것    상하수도 가스 전기 철도는 도시전속의 것을 사용 도시의 성장과 번영에 의해 생기는 이익은 지역사회를 위해 보유할 것    토지는 경영주체 자신에 의한 공유로 하여 사유를 인정하지 않으며 차지의 이용에 관해서는 규제를 가할 것    주민의 자유결합의 권리를 최대한으로 향유할 수 있을 것하워드의 전원도시개념은 레치워스(Letchworth)시와 웰윈(Welwyn)시의 건설로 실현되었고 이후 C.A. 페리의 근린주구 단위개념 2차대전 이후 미국도시의 건물블럭 미국의 레드번 계획 등 전 세계 도시계획에 많은 영항을 미쳤다.,전원도시 (田園都市 garden city),도시와 전원의 장점을 적절히 조화시킴으로써 생산활동의 효율성을 향상시키고 도시의 생활환경을 전원적인 분위기로 조성하여 인간답고 쾌적한 도시생활을 영위할 수 있도록 하는 이상적 자립도시를 의미한다.
1039,1950년대까지 주류를 이루었던 종합계획 접근방법의 불합리성을 보완하고자 제창한 계획접근방법의 하나이다. 린드블룸(C.E Lindblom)이『Muddling through』에서 체계화한 것으로 그는 현대도시와 같이 규모가 크고 변화속도가 빠른 시대에 있어서의 도시계획을 종합적으로 다루기에는 너무나 제약점이 많거나 또 종합적 계획이 그 도시의 발전관리 방향문제를 다루기에는 비현실적이기 때문에 오히려 그 도시가 안고 있는 제반문제를 차곡차곡 점진적으로 해결해 나가는 계획 접근방법이라고 정의하였다.,인크리멘탈 계획(漸增計劃 incremental planning),
1099,대부분의 유럽항구에 보편화된 전통적인 형태로서 중계무역 자유비축 보세창고 등의 기능을 수행한다. 항구 일부에 외국선박의 정박 보급 수리 등의 시설을 갖추고 부분적으로 자유항(free port)역할을 담당해 왔다. 부분적인 자유항이라는 점에서 현대에 들어 일부 항은 그 기능이 사양화된 반면 일부 항은 기능이 보다 확대되는 경우도 있다.,중계무역항(中繼貿易港),
1101,빌딩 주택단지 등에서 하수를 처리하여 음료수 이외의 생활용수 등으로 재이용하는 물을 급수하는 것을 의미한다. 상수도와 하수도의 중간에 위치한다는 뜻에서 비롯된 말인데 세척용수나 살수용수 등 신체에 직접 닿지 않는 잡용도에만 쓰이기 때문에 ?잡용수?라고도 한다. 중수도는 상수도의 공급력이 한계에 이르렀거나 하수도가 받아들이는 능력이 부족할 때 상수의 소비와 하수의 배출을 억제하는 데에 유용하게 쓰인다. 갈수기 때 수자원 고갈 인구밀도 급증화 등의 경우에도 중수도 활용이 검토되고 있다.,중수도(中水道),
1149,지상에서 지하시설물로 접근하기 위해 설치하는 경사로나 계단을 말한다.,지하경사로(地下傾斜路),
1138,「도시계획시설의결정?구조및설치기준에관한규칙」에 따르면 지하광장은 철도의 지하정거장 지하도 또는 지하상가와 연결하여 교통처리를 원활히 하고 이용자에게 휴식을 제공하기 위하여 필요한 곳에 설치할 수 있으며 시설의 결정시 광장의 출입구는 쉽게 출입할 수 있도록 도로와 연결시키는 것을 고려하여야 한다.☞ 광장',지하광장(地下廣場),
1150,건축물 지하와 지하역사나 공공지하주차장 지하보도와 직접 연결시키고자할 때 건축물 지하에 지정하는 시설을 말한다.,지하통로(地下通路),
1147,공간적 밀집으로부터 나타나는 잇점을 말한다. 이는 사적부문에서 뿐만 아니라 반민반관 그리고 공공부문활동과 관련된 외부경제를 대표적으로 유발한다. 지역경제학에서는 어느 특정기업이 아닌 전체 도시지역의 규모로부터 초래되는 공간적 집적의 이익을 집적경제이라 한다.,집적경제(集積經濟 agglomeration economies),
1148,조합원이 배정받은 아파트평형의 분양가와 해당 조합원이 인정받은 분양기준가액의 차액으로서 분양가가 분양기준가액보다 많을 시 그 차액만큼 조합에 납부하는 금액이다. 납부방법과 시기는 관리처분계획 인가후 조합원분양계약시 통지된다.,징수금(徵收金),
989,대지에 들어선 건축물의 총 바닥 면적을 연면적이라 한다. 예를 들어 총 4층의 근린생활시설을 지었을 경우 각 층의 바닥 면적이 120평이라면 연면적은 120×4=480평이 된다.,연면적(延面積 total floor area),
991,보도와 차도를 구분하기 위해 높이를 두어 차도의 진행방향으로 설치하는 시설을 말한다.,연석(緣石 curb),
1646,도시계획의 결정 인가 변경은 경우에 따라 다양한 사회적 영향을 미칠 수 있으므로 「국토의 계획 및 이용에 관한 법률」에서는 도시관리계획을 입안하는 경우 국방상 또는 국가안전보장상 기밀을 요하는 사항이나 일부 경미한 사항 이외에는 열람공고를 통한 주민의견청취를 의무화하고 있으며 도시계획시설에 대한 실시계획을 인가하는 경우도 이를 따르도록 하고 있다.도시관리계획의 경우 열람공고를 통해 의견이 제출된 경우에는 제출된 의견의 반영 여부를 검토하여 60일 이내에 의견 제출자에게 통보하도록 하고 반영된 의견이 중요한 사항일 경우에는 재열람공고를 하여 의견청취 절차를 다시 거쳐야 한다. 이러한 도시계획과 관련된 열람공고 및 주민의견청취에 대해서는 「국토의 계획 및 이용에 관한 법률」 뿐만 아니라 「도시 및 주거환경정비법」 등 다른 법률에서도 따로 그 방법과 기간을 정의하고 있다.나아가 2006년 시행된 「토지이용규제 기본법」에서는 토지이용에 대한 제한을 투명화하기 위해 도시계획과 관련된 용도지역;지구 등을 포함하는 기타 모든 법률에 의해 행위제한을 포함된 지역;지구를 지정하는 경우에는 각 개별법령에서 명시하지 않더라도 지역;지구의 지정에 대한 열람공고 및 주민의견청취를 일괄 의무화하고 있다.;;;;※ 도시계획 열람공고 방법;기간일반적인 도시계획 사항의 열람공고 방법 및 기간은 다음과 같다.    도시관리계획 입안 기반시설부담구역의 지정 변경 및 기반시설부담계획 열람공고    가. 방법 : 도시관리계획안의 주요내용을 당해 특별시;광역시;시 또는 군의 지역을 주된 보급지역으로 하는 2개 이상의 일간신문과 당해 특별시;광역시;시 또는 군의 인터넷 홈페이지 등에 공고    나. 기간 : 14일 이상    도시계획시설 실시계획 인가 열람공고    가. 방법     ;;; 1) 국토교통부장관이 하는 경우 : 인가신청의 요지 및 열람의 일시 및 장소를 관보나 전국을 보급지역으로 하는 일간신문에 게재    ;;;;2) 시;도지사가 하는 경우 : 실시계획인가신청의 요지 및 열람의 일시 및 장소를 당해 시;도의 공보나 당해 시;도의 지역을 주된 보급지역으로 하는 일간신문에 게재    나. 기간 : 14일 이상    도시주거환경정비 기본계획 수립 및 변경 열람공고    가. 방법 : 공람의 요지 및 공람장소를 당해 지방자치단체의 공보 등에 공고    나. 기간 : 14일 이상    정비계획의 수립 및 정비구역 지정 열람공고(도시 및 주거환경정비법)     가. 방법 : 공람의 요지 및 공람장소를 당해 지방자치단체의 공보 등에 공고    나. 기간 : 30일 이상    정비사업의 사업시행인가 및 사업시행계획서 작성    가. 방법 : 사업시행요지와 공람장소를 당해 지방자치단체의 공보 등에 공고하고 토지등 소유자에게 공고내용을 통지    나. 기간 : 14일 이상    토지이용규제 기본법에 의한 열람공고    가. 방법 : 지역;지구 등의 지정안의 주요 내용을 그 특별시 광역시;특별자치도 시 또는 군의 지역을 보급 지역으로 하는 2개 이상의 일간신문 그 지방자치단체의 게시판 및 홈페이지에 공고    나. 기간 : 14일 이상,열람공고 (공람공고),행정용어로서 열람(閱覽)은 행정청의 행정사항에 대한 결정 인가 변경 등에 있어 그 내용에 대한 일반시민 이해관계인의 의견을 듣기 위하여 일정기간동안 관계서류 등을 공개하는 절차행위를 말하며 열람공고는 이러한 열람의 주요 내용과 열람기간 열람장소 등을 널리 알리는 행위를 말한다.
